os_name,os_codename,blocker_name,blocker_type,activity_level,number_of_clients,average_active_time_in_seconds,number_of_occurences
Win11,21H2,Intel(R) Smart Sound -tekniikan audio-ohjain (\_SB.PC00.HDAS),Fx Device,low,1,7.842888495575219,113
Win10,19H1,No CS Phase,PDC Phase,high,26,5401.45144369179,2362
Win10,19H1,Low Power Phase,PDC Phase,low,20,5.928099053627754,1585
Win10,19H1,PLM Phase,PDC Phase,low,18,4.932173216885012,687
Win10,19H1,Intel(R) PCI Express Root Port #5 - 06BC (\_SB.PCI0.RP05),Fx Device,low,1,62.82752352941176,34
Win10,19H1,Intel(R) UHD Graphics (\_SB.PCI0.GFX0),Fx Device,low,3,84.07960273224047,183
Win10,19H1,Intel(R) Wi-Fi 6 AX201 160MHz (\_SB.PCI0.CNVW),Fx Device,low,6,65.12692041884814,191
Win10,19H1,Intel(R) PCI Express Root Port #9 - 06B0 (\_SB.PCI0.RP09),Fx Device,low,1,25.36741904761905,21
Win10,19H1,DAM Phase,PDC Phase,low,16,7.967698830409354,342
Win10,19H1,Maintenance Phase,PDC Phase,low,16,21.477936416184964,519
Win10,19H1,Intel(R) UHD Graphics (\_SB.PCI0.GFX0),Fx Device,high,1,1892.57346,10
Win10,19H1,DHCP,Activator,moderate,9,88.75242250000001,40
Win10,19H1,Maintenance Phase,PDC Phase,high,13,8898.506089385477,179
Win10,19H1,No CS Phase,PDC Phase,low,19,118.98326061776065,1036
Win10,19H1,Intel(R) PCI Express Root Port #5 - 06BC (\_SB.PCI0.RP05),Fx Device,high,1,1232.12405,2
Win10,19H1,BI,Activator,moderate,9,411.59124502369707,211
Win10,19H1,CPU C0 Time.Non-attributed Time,Processor,high,6,2602.9387187499997,16
Win10,19H1,WU,Activator,high,9,2418.5210776255726,219
Win10,19H1,CPU C0 Time.Non-attributed Time,Processor,low,9,30.87265897435897,195
Win10,19H1,Intel(R) PCI Express Root Port #9 - 06B0 (\_SB.PCI0.RP09),Fx Device,high,1,2179.1014,1
Win10,19H1,DAM Phase,PDC Phase,high,9,2200.137657142857,105
Win10,19H1,USB xHCI Compliant Host Controller (\_SB.PCI0.XHC),Fx Device,moderate,1,212.2156,1
Win11,21H2,PCI Express Root Port (\_SB.PC00.PEG0),Fx Device,low,48,80.25526807958477,2312
Win11,22H2,Intel(R) 智慧型音效技術音訊控制器 (\_SB.PC00.HDAS),Fx Device,low,16,87.77530458015262,524
Win10,21H2,Intel RST VMD Controller 9A0B (TGL) (\_SB.PC00.VMD0),Fx Device,high,24,2087.6458688118814,2828
Win10,21H1,DHCP,Activator,high,58,990.9580572410154,1892
Win10,21H1,Image Download Manager,Activator,high,41,1428.6691043615688,1582
Win10,21H1,WU,Activator,high,115,2254.700477919624,2115
Win10,21H1,Surface Serial Hub Driver (\_SB.SSH),Fx Device,low,15,10.54506351118761,581
Win10,21H1,TCPIP,Activator,moderate,20,517.2303507462688,134
Win10,21H1,WP OmaDmClient Client,Activator,high,37,1381.8946727828752,981
Win10,21H1,WU,Activator,low,105,60.88414149659868,1617
Win10,21H1,GP,Activator,low,31,37.38977762039658,353
Win10,21H1,File Sharing Server,Activator,low,15,133.89918603603607,666
Win10,21H1,GP,Activator,high,19,318.0991863636363,66
Win10,21H1,PLM Phase,PDC Phase,high,30,220.30711904761907,42
Win10,21H1,BITS Service,Activator,low,41,45.12529101123595,89
Win10,21H1,Intel(R) PCI Express Root Port #1 - 02B8 (\_SB.PCI0.RP01),Fx Device,high,4,503.9961900584795,171
Win10,21H1,Intel(R) PCI Express Root Port #5 - 02BC (\_SB.PCI0.RP05),Fx Device,high,18,2129.1304741016106,807
Win10,21H1,Unregistered Device \_SB.PCI0.GFX0,Fx Device,high,4,3205.253124070872,2314
Win10,21H1,Unregistered Device \_SB.PCI0.GLAN,Fx Device,high,1,39658.32742,5
Win10,21H1,Unregistered Device \_SB.PCI0.HECI,Fx Device,high,3,11884.723008108105,37
Win10,22H2,Qualcomm Atheros QCA9377 Wireless Network Adapter (\_SB.PC00.RP04.PXSX),Fx Device,moderate,1,123.01268823529414,17
Win10,22H2,Realtek High Definition Audio (HDAUDIO\FUNC_01&VEN_10EC&DEV_0294&SUBSYS_10431CD0&REV_1000\4&26d89b9b&0&0001),Fx Device,low,2,5.169082051282051,39
Win10,22H2,Intel(R) Dual Band Wireless-AC 8265 (\_SB.PCI0.RP06.PXSX),Fx Device,moderate,10,261.7067796747968,246
Win10,22H2,Find My Device,Activator,low,205,168.35120916230363,382
Win10,20H2,Intel(R) Ethernet Connection (6) I219-V (\_SB.PCI0.GLAN),Fx Device,low,12,15.797561324611607,1223
Win11,21H2,Intel(R) PEG60 - 464D (\_SB.PC00.PEG0),Fx Device,low,51,136.22613360133047,3607
Win11,22H2,Intel(R) PCI Express Root Port #6 - A0BD (\_SB.PC00.RP06),Fx Device,moderate,41,426.4468465736809,1649
Win11,22H2,Intel(R) PEG10 - 9A01 (\_SB.PC00.PEG1),Fx Device,high,131,1593.7701084062078,3545
Win11,22H2,High Definition Audio Controller (\_SB.PC00.HDAS),Fx Device,moderate,52,405.1956045698923,372
Win10,21H2,Standard SATA AHCI Controller (\_SB.PC00.SAT0),Fx Device,low,40,46.32846745533562,2071
Win10,21H2,英特尔(R)智音技术音频控制器 (\_SB.PC00.HDAS),Fx Device,moderate,12,168.859912962963,108
Win10,20H2,Universal Telemetry Client,Activator,high,34,519.7878499999997,966
Win10,20H2,Standard NVM Express Controller (\_SB.PCI0.RP09.PXSX),Fx Device,moderate,13,363.09399333333334,30
Win10,20H2,Audio Service,Activator,high,44,1932.729041818181,825
Win10,20H2,WNS,Activator,moderate,109,235.09731065907215,1229
Win11,21H2,Technologie Intel® Smart Sound pour BUS (\_SB.PC00.HDAS),Fx Device,low,35,38.21220870712401,758
Win10,22H2,Killer(R) Wi-Fi 6 AX1650x 160MHz Wireless Network Adapter (200NGW) (\_SB.PCI0.RP01.PXSX),Fx Device,moderate,10,221.40986333333325,240
Win11,21H2,Intel(R) UHD Graphics 630 (\_SB.PCI0.GFX0),Fx Device,low,95,90.49524313304724,4194
Win11,21H2,Intel(R) PCI Express Root Port #1 - A338 (\_SB.PCI0.RP01),Fx Device,low,14,39.19090577507599,658
Win11,21H2,Intel(R) PCI Express Root Port #5 - A33C (\_SB.PCI0.RP05),Fx Device,high,6,3645.286976246335,341
Win11,22H2,Intel(R) Ethernet Connection (14) I219-LM (\_SB.PC00.GLAN),Fx Device,low,15,68.22923357282825,1531
Win11,22H2,Intel(R) PCI Express Root Port #21 - 43C4 (\_SB.PC00.RP21),Fx Device,low,1,1009.9591886363636,44
Win11,22H2,Intel(R) UHD Graphics 630 (\_SB.PC00.GFX0),Fx Device,low,1,507.2854066666667,45
Win11,22H2,Intel(R) Ethernet Connection (14) I219-LM (\_SB.PC00.GLAN),Fx Device,high,1,3285.9509333333335,6
Win11,22H2,Intel(R) PCI Express Root Port #21 - 43C4 (\_SB.PC00.RP21),Fx Device,high,2,2024.4070916666667,12
Win10,21H2,Intel(R) Dual Band Wireless-AC 8265 (\_SB.PCI0.RP01.PXSX),Fx Device,low,43,42.11261450761107,6438
Win10,22H2,Qualcomm QCA61x4A 802.11ac Wireless Adapter (\_SB.PCI0.RP15.PXSX),Fx Device,low,2,21.79445708333334,3360
Win11,22H2,Intel(R) Smart Sound -tekniikan audio-ohjain (\_SB.PC00.HDAS),Fx Device,low,1,6.845258571428573,70
Win10,22H2,Intel(R) PCI Express Root Port #9 - 06B0 (\_SB.PCI0.RP09),Fx Device,low,11,116.92598092783507,194
Win10,22H2,Intel(R) PCI Express Root Port #1 - A338 (\_SB.PCI0.RP01),Fx Device,low,35,42.116914573317345,3328
Win10,22H2,Intel(R) Xeon(R) E3 - 1200/1500 v5/6th Gen Intel(R) Core(TM) PCIe Controller (x16) - 1901 (\_SB.PCI0.PEG0),Fx Device,low,26,40.06914399472065,2273
Win10,22H2,Intel(R) PCI Express Root Port #17 - A340 (\_SB.PCI0.RP17),Fx Device,high,32,1431.7454719810357,4008
Win10,22H2,Intel(R) Xeon(R) E3 - 1200/1500 v5/6th Gen Intel(R) Core(TM) PCIe Controller (x16) - 1901 (\_SB.PCI0.PEG0),Fx Device,high,19,999.3847839464885,598
Win10,22H2,Intel(R) PCI Express Root Port #1 - A338 (\_SB.PCI0.RP01),Fx Device,high,18,1446.1254639392944,3031
Win10,22H2,WP WiFi Auto Connect Client,Activator,low,40,38.20558428571428,70
Win10,21H2,Intel(R) Xeon(R) E3 - 1200/1500 v5/6th Gen Intel(R) Core(TM) PCIe Controller (x16) - 1901 (\_SB.PCI0.PEG0),Fx Device,low,26,71.67535298993484,1689
Win10,21H2,Intel(R) Xeon(R) E3 - 1200/1500 v5/6th Gen Intel(R) Core(TM) PCIe Controller (x16) - 1901 (\_SB.PCI0.PEG0),Fx Device,high,16,1405.4368408005623,1424
Win10,21H2,WP WiFi Auto Connect Client,Activator,low,27,42.73032499999999,48
Win10,21H2,Intel(R) PCI Express Root Port #5 - A33C (\_SB.PCI0.RP05),Fx Device,low,7,127.96547721518989,79
Win10,21H2,Intel(R) PCI Express Root Port #5 - A33C (\_SB.PCI0.RP05),Fx Device,high,10,3959.224512869336,1523
Win11,21H2,Intel(R) Ethernet Connection (10) I219-LM (\_SB.PCI0.GLAN),Fx Device,moderate,6,174.6243641304348,92
Win11,21H2,Intel(R) PCI Express Root Port #8 - 02BF (\_SB.PCI0.RP08),Fx Device,moderate,2,305.85235454545455,11
Win10,21H1,Universal Telemetry Client,Activator,low,58,39.73650364238411,302
Win10,21H1,WNS,Activator,moderate,46,288.5171514767933,237
Win10,22H2,GP,Activator,high,308,315.31934302775977,3098
Win11,22H2,Zvukový radič Intel(R) Smart Sound Technology (\_SB.PCI0.HDAS),Fx Device,low,2,38.31331428571429,14
Win11,22H2,Intel(R) Wireless-AC 9462 (\_SB.PC00.CNVW),Fx Device,moderate,66,291.1081516447367,608
Win11,22H2,Intel(R) PCI Express Root Port #17 - 06C0 (\_SB.PCI0.RP17),Fx Device,low,89,56.9937677859678,3663
Win10,22H2,Connection Phase,PDC Phase,low,127,5.409569060773476,181
Win11,22H2,Intel RST VMD Controller 467F (\_SB.PC00.VMD0),Fx Device,moderate,56,548.0313566753439,2689
Win11,22H2,Thunderbolt(TM) Controller - 9A1D (\_SB.PC00.TDM1),Fx Device,high,147,2524.458364037678,5414
Win10,21H2,Standard NVM Express Controller (\_SB.PCI0.RP09.PXSX),Fx Device,high,47,1752.5053763655737,3753
Win10,21H1,Standard NVM Express Controller (\_SB.PCI0.RP07.PXSX),Fx Device,high,1,585.7452,1
Win11,22H2,Intel(R) Wi-Fi 6E AX211 160MHz (\_SB.PC00.CNVW),Fx Device,low,143,80.65427096352694,26787
Win11,22H2,英特尔® 智音技术总线 (\_SB.PC00.HDAS),Fx Device,low,122,42.401050231341706,4971
Win10,20H2,Intel(R) UHD Graphics (\_SB.PCI0.GFX0),Fx Device,high,35,909.7569594073063,1451
Win11,22H2,Technologie Intel® Smart Sound pour BUS (\_SB.PC00.HDAS),Fx Device,high,34,4803.605859638555,166
Win11,22H2,Connection Phase,PDC Phase,high,98,11783.50617413668,2722
Win11,22H2,Intel(R) TypeC PCIE - 9A23 (\_SB.PC00.TRP0),Fx Device,low,70,86.73863428571426,840
Win10,21H2,Standard SATA AHCI Controller (\_SB.PC00.SAT0),Fx Device,high,20,1537.1501984799124,921
Win11,22H2,Intel(R) Wireless-AC 9560 (\_SB.ComputerNameMaskI0.CNVW),Fx Device,moderate,1,120.294225,4
Win11,21H2,Intel(R) UHD Graphics (\_SB.ComputerNameMaskI0.GFX0),Fx Device,low,1,8.121651801801802,222
Win11,21H2,Intel(R) Wireless-AC 9560 (\_SB.ComputerNameMaskI0.CNVW),Fx Device,low,1,20.801676691729327,133
Win11,21H2,Intel(R) Wireless-AC 9560 (\_SB.ComputerMaskI0.CNVW),Fx Device,low,1,24.470088888888895,9
Win11,21H2,Intel(R) UHD Graphics (\_SB.ComputerMaskI0.GFX0),Fx Device,moderate,1,5.4349,1
Win11,21H2,Update UX Client,Activator,low,88,192.08703211009174,109
Win11,22H2,Intel(R) Smart Sound Technology (Intel(R) SST) Audio Controller (\_SB.ComputerNameMaskI0.HDAS),Fx Device,moderate,1,148.7218,1
Win10,RS5,Standard NVM Express Controller (\_SB.PC00.RP05.PXSX),Fx Device,high,1,8526.502199280574,556
Win10,21H2,Intel(R) Serial IO I2C Host Controller - 02E8 (\_SB.PCI0.I2C0),Fx Device,low,20,17.11581179039301,2061
Win10,22H2,Intel(R) TypeC PCIE - 9A2B (\_SB.PC00.TRP0),Fx Device,high,2,3166.7141518672197,241
Win10,22H2,Thunderbolt(TM) Controller - 9A1F (\_SB.PC00.TDM0),Fx Device,moderate,25,182.0496010746608,1768
Win10,22H2,Intel(R) Ethernet Connection (14) I219-V (\_SB.PC00.GLAN),Fx Device,moderate,6,191.8602562461156,1609
Win10,21H2,Intel(R) PCI Express Root Port #9 - 43B0 (\_SB.PC00.RP09),Fx Device,low,4,43.74526875,112
Win10,21H2,Intel(R) PCI Express Root Port #9 - 43B0 (\_SB.PC00.RP09),Fx Device,high,2,1448.3390307692307,39
Win10,21H2,Intel(R) UHD Graphics (\_SB.PC00.GFX0),Fx Device,moderate,42,133.97240700000003,200
Win10,21H2,Standard NVM Express Controller (\_SB.PC00.RP09.PXSX),Fx Device,moderate,53,196.96046560395177,2227
Win11,22H2,Killer Wireless-n/a/ac 1535 Wireless Network Adapter (\_SB.PCI0.RP01.PXSX),Fx Device,low,35,41.352296037927566,2953
Win10,22H2,Intel(R) Wireless-AC 9462 (\_SB.PCI0.CNVW),Fx Device,moderate,24,363.748184375,320
Win11,22H2,GP,Activator,high,108,339.224787569989,893
Win11,22H2,Standard NVM Express Controller (\_SB.PC00.RP09.PXSX),Fx Device,low,136,48.53018825045881,22886
Win11,22H2,Intel(R) TypeC PCIE - 9A23 (\_SB.PC00.TRP0),Fx Device,high,21,3755.131644516128,310
Win10,21H2,Intel(R) Ethernet Connection (13) I219-LM (\_SB.PC00.GLAN),Fx Device,moderate,38,179.03750943015618,1983
Win10,21H2,Mobile Intel(R) Processor Family I/O PCI Express Root Port #6 - 9D15 (\_SB.PCI0.RP06),Fx Device,low,7,41.10801608040202,398
Win10,21H2,Windows Push Notifications,Activator,moderate,76,340.3643144578313,249
Win11,21H2,Intel(R) Serial IO UART Host Controller - A0A8 (\_SB.PC00.UA00),Fx Device,low,40,35.011618655778896,1592
Win10,21H1,Intel(R) PCI Express Root Port #5 - 9DBC (\_SB.PCI0.RP05),Fx Device,low,7,80.84251086956523,184
Win10,21H1,Intel(R) UHD Graphics 620 (\_SB.PCI0.GFX0),Fx Device,low,51,20.23526918114145,4030
Win10,21H1,Intel(R) UHD Graphics 620 (\_SB.PCI0.GFX0),Fx Device,high,12,77.61174099590727,1466
Win10,21H1,Intel(R) PCI Express Root Port #5 - 9DBC (\_SB.PCI0.RP05),Fx Device,high,3,256.06340769230763,13
Win10,22H2,Intel(R) PCI Express Root Port #12 - 9DB3 (\_SB.PCI0.RP12),Fx Device,high,6,2876.9617803908327,1484
Win10,22H2,Intel(R) PCI Express Root Port #12 - A0B3 (\_SB.PC00.RP12),Fx Device,low,69,20.683552743789374,5394
Win11,22H2,英特尔(R)智音技术音频控制器 (\_SB.PCI0.HDAS),Fx Device,moderate,32,461.59087475247526,202
Win11,22H2,Killer(R) Wi-Fi 6 AX1650w 160MHz Wireless Network Adapter (200D2W) (\_SB.PCI0.RP07.PXSX),Fx Device,moderate,6,143.03101694915253,59
Win11,21H2,Технология Intel(R) Smart Sound - аудиоконтроллер (\_SB.PC00.HDAS),Fx Device,low,21,22.470864095744677,376
Win11,21H2,Технология Intel(R) Smart Sound - аудиоконтроллер (\_SB.PC00.HDAS),Fx Device,high,9,3873.0965344262286,61
Win11,22H2,Zvukový řadič technologie Intel(R) Smart Sound (\_SB.PC00.HDAS),Fx Device,low,4,57.98166903765689,239
Win10,19H2,DAM Phase,PDC Phase,high,34,5432.660994174758,1030
Win10,19H2,Intel(R) PEG60 - 9A09 (\_SB.PC00.PEG0),Fx Device,low,3,43.560771875,32
Win10,19H2,Shell Phase,PDC Phase,low,34,0.0031733870967741943,248
Win10,20H1,USB xHCI Compliant Host Controller (\_SB.PCI0.XHC),Fx Device,high,19,2019.0644072641492,2120
Win10,20H1,Intel(R) PCI Express Root Port #12 - 9DB3 (\_SB.PCI0.RP12),Fx Device,high,1,2040.1336434782602,92
Win10,20H1,File Sharing Server,Activator,high,4,531.2227392014518,551
Win10,20H1,USB xHCI Compliant Host Controller (\_SB.PCI0.XHC),Fx Device,low,31,23.10587166535124,2534
Win10,20H1,Intel(R) PCI Express Root Port #5 - 9DBC (\_SB.PCI0.RP05),Fx Device,high,1,1156.4582529411762,391
Win10,20H1,Intel(R) Wireless-AC 9560 160MHz (\_SB.PCI0.CNVW),Fx Device,high,3,358.78724768211924,151
Win10,20H1,WNS,Activator,moderate,16,182.8018117924529,212
Win10,20H1,Intel(R) Smart Sound Technology (Intel(R) SST) Audio Controller (\_SB.PCI0.HDAS),Fx Device,high,9,851.018566502463,203
Win10,20H1,Intel(R) PCI Express Root Port #5 - 9DBC (\_SB.PCI0.RP05),Fx Device,low,2,13.60226615384615,65
Win10,20H1,Intel(R) UHD Graphics 620 (\_SB.PCI0.GFX0),Fx Device,low,9,25.544860498001842,3253
Win10,20H1,Intel(R) Wireless-AC 9560 160MHz (\_SB.PCI0.CNVW),Fx Device,low,10,43.244092093023255,430
Win10,20H1,BI,Activator,low,35,111.92203579545449,1936
Win10,22H2,Intel(R) PCI Express Root Port #13 - 34B4 (\_SB.PCI0.RP13),Fx Device,low,15,43.59926044094486,3175
Win10,22H2,Intel(R) PCI Express Root Port #5 - 34BC (\_SB.PCI0.RP05),Fx Device,low,7,130.1684158389262,745
Win10,22H2,Intel(R) Wireless-AC 9560 (\_SB.PCI0.CNVW),Fx Device,low,55,49.617125865550975,6932
Win10,20H1,GP,Activator,low,7,63.552323148148155,108
Win10,20H1,Intel(R) Smart Sound Technology (Intel(R) SST) Audio Controller (\_SB.PCI0.HDAS),Fx Device,low,20,38.44538762376241,808
Win10,20H1,WU,Activator,moderate,13,233.50780736842103,95
Win10,20H1,BI,Activator,high,30,1673.4364191480552,2418
Win10,22H2,Intel(R) PCI Express Root Port #13 - 34B4 (\_SB.PCI0.RP13),Fx Device,high,7,290.185050877193,57
Win10,22H2,WP Sync Client,Activator,moderate,51,295.32941507220215,1108
Win11,21H2,Intel(R) Serial IO I2C Host Controller - 51E9 (\_SB.PC00.I2C1),Fx Device,low,3,53.27296500000001,20
Win11,21H2,Intel(R) PCI Express Root Port #5 - 51BC (\_SB.PC00.RP05),Fx Device,high,10,4591.0953847145465,543
Win11,21H2,Intel(R) Serial IO I2C Host Controller - 51E9 (\_SB.PC00.I2C1),Fx Device,high,1,267.9334,1
Win11,21H2,Intel(R) PCI Express Root Port #5 - 51BC (\_SB.PC00.RP05),Fx Device,low,14,246.10309186813203,1365
Win10,21H1,Intel(R) PCI Express Root Port #9 - A0B0 (\_SB.PC00.RP09),Fx Device,low,34,65.07483125861278,4354
Win10,21H1,Intel(R) Smart Sound Technology (Intel(R) SST) Audio Controller (\_SB.PC00.HDAS),Fx Device,low,29,30.346618181818155,891
Win10,21H1,Intel(R) Iris(R) Xe Graphics (\_SB.PC00.GFX0),Fx Device,low,93,19.395368879456733,5890
Win10,21H1,Intel(R) PCI Express Root Port #9 - A0B0 (\_SB.PC00.RP09),Fx Device,high,8,438.1327925246831,1418
Win10,21H1,Intel(R) PCI Express Root Port #7 - A0BE (\_SB.PC00.RP07),Fx Device,low,11,24.214318965517247,232
Win11,22H2,Intel(R) PEG10 - 460D (\_SB.PC00.PEG1),Fx Device,moderate,84,452.7963437350833,1676
Win11,22H2,인텔® 스마트 사운드 기술 버스 (\_SB.PC00.HDAS),Fx Device,high,37,2925.6205839368627,1077
Win11,22H2,Intel(R) PEG60 - 464D (\_SB.PC00.PEG0),Fx Device,moderate,80,401.6887398328216,5862
Win11,21H2,Update UX Client,Activator,high,64,186.44591666666668,72
Win10,21H2,Intel(R) Wi-Fi 6 AX200 160MHz (\_SB.PCI0.RP01.PXSX),Fx Device,low,9,59.69713060538117,892
Win10,RS5,Lock Screen,Activator,low,10,12.297787804878048,41
Win10,RS5,USB xHCI Compliant Host Controller (\_SB.PC00.XHCI),Fx Device,high,16,17573.37014004576,874
Win10,RS5,USB xHCI Compliant Host Controller (\_SB.PC00.XHCI),Fx Device,low,17,52.692700709219885,423
Win10,RS5,BI,Activator,low,22,295.3867732240437,183
Win10,RS5,Universal Telemetry Client,Activator,low,5,138.57694444444442,9
Win10,RS5,WNS,Activator,moderate,15,334.91212222222225,36
Win10,RS5,WU,Activator,low,17,215.50827297297297,37
Win10,RS5,NCSI,Activator,moderate,11,419.85452857142843,63
Win10,RS5,Universal Telemetry Client,Activator,high,3,293.61553333333336,3
Win10,22H2,Intel(R) PCI Express Root Port #7 - 02BE (\_SB.PCI0.RP07),Fx Device,high,8,4250.31275735294,136
Win10,22H2,Intel(R) PCI Express Root Port #9 - 43B0 (\_SB.PC00.RP09),Fx Device,low,6,76.5699983827493,371
Win10,22H2,Intel(R) PCI Express Root Port #9 - 43B0 (\_SB.PC00.RP09),Fx Device,high,6,940.8720689655171,290
Win10,22H2,Standard NVM Express Controller (\_SB.PC00.RP09.PXSX),Fx Device,high,34,2153.2520325565088,5707
Win11,21H2,Intel(R) Smart Sound Technologie-Audiocontroller (\_SB.PC00.HDAS),Fx Device,low,17,79.57621436781608,348
Win11,22H2,인텔(R) 스마트 사운드 기술 오디오 컨트롤러 (\_SB.PCI0.HDAS),Fx Device,low,49,48.16126388079034,3087
Win11,22H2,Intel(R) PCI Express Root Port #13 - 02B4 (\_SB.PCI0.RP13),Fx Device,high,37,3063.0657793437736,1341
Win11,22H2,인텔(R) 스마트 사운드 기술 오디오 컨트롤러 (\_SB.PCI0.HDAS),Fx Device,high,31,1633.2226019417487,412
Win10,22H2,Intel SD Host Controller (\_SB.PCI0.PSDC),Fx Device,high,6,3207.027945273632,201
Win11,22H2,System Maintenance Service,Activator,high,90,305.4949317073171,123
Win11,22H2,Intel(R) PCI Express Root Port #2 - 43B9 (\_SB.PC00.RP02),Fx Device,moderate,1,49.52036666666667,9
Win10,20H2,PCI Express Root Port (\_SB.PC00.TRP0),Fx Device,low,20,37.942671052631574,418
Win10,20H2,PDC Suspend/Resume and Network-Refresh Activator,Activator,low,71,2.4489554330197847,3083
Win11,22H2,Intel(R) Wireless-AC 9462 (\_SB.PCI0.CNVW),Fx Device,high,57,5151.678621434266,1255
Win11,22H2,Intel(R) Ethernet Connection (16) I219-LM (\_SB.PC00.GLAN),Fx Device,moderate,20,427.732180981595,815
Win11,21H2,Intel(R) Ethernet Connection (16) I219-LM (\_SB.PC00.GLAN),Fx Device,low,19,210.77317874165843,1049
Win10,22H2,\_SB.PC00.CNVW,Fx Device,low,1,1.2079000000000002,1
Win10,22H2,Intel(R) Wireless-AC 9461 (\_SB.PC00.CNVW),Fx Device,moderate,13,148.57732222222222,45
Win10,21H2,Realtek PCIE CardReader (\_SB.PCI0.RP01.PXSX),Fx Device,high,6,500.5826291338583,381
Win10,21H2,Standard NVM Express Controller (\_SB.PCI0.RP13.PXSX),Fx Device,moderate,36,232.25788412698418,378
Win10,21H2,Intel(R) Ethernet Connection (10) I219-LM (\_SB.PCI0.GLAN),Fx Device,low,76,43.56963538858616,6974
Win11,22H2,Contrôleur audio de la technologie Intel(R) Smart Sound (\_SB.PC00.HDAS),Fx Device,low,26,82.75541949806947,2072
Win11,22H2,Contrôleur audio de la technologie Intel(R) Smart Sound (\_SB.PC00.HDAS),Fx Device,high,11,1201.7041819548874,133
Win11,22H2,Intel(R) PCI Express Root Port #17 - A340 (\_SB.PCI0.RP17),Fx Device,moderate,17,606.1156082969433,229
Win11,22H2,Cortana Voice Activation,Activator,moderate,75,416.456150967742,155
Win11,21H2,Intel(R) PCI Express Root Port #5 - A33C (\_SB.PCI0.RP05),Fx Device,low,4,194.86825,12
Win11,21H2,Intel(R) PCI Express Root Port #17 - A340 (\_SB.PCI0.RP17),Fx Device,moderate,6,424.95000833333336,60
Win11,22H2,Intel(R) PCI Express Root Port #7 - A0BE (\_SB.PC00.RP07),Fx Device,moderate,113,676.8178903673839,2232
Win10,20H1,File Sharing Server,Activator,low,4,69.27274687500001,32
Win10,20H1,DHCP,Activator,low,34,84.34739698113205,530
Win10,22H2,Intel(R) Wireless-AC 9560 160MHz (\_SB.PCI0.CNVW),Fx Device,moderate,171,209.02828629690055,3678
Win10,22H2,Intel(R) PCI Express Root Port #12 - 9DB3 (\_SB.PCI0.RP12),Fx Device,low,3,366.22613217158175,373
Win11,22H2,Intel(R) PCI Express Root Port #5 - 51BC (\_SB.PC00.RP05),Fx Device,moderate,22,464.1298695581016,611
Win11,22H2,Intel(R) Serial IO I2C Host Controller - 51E9 (\_SB.PC00.I2C1),Fx Device,low,4,41.41202777777778,18
Win11,22H2,Intel(R) Wi-Fi 6E AX211 160MHz (\_SB.PC00.CNVW),Fx Device,high,59,2886.1808795227093,1299
Win11,22H2,Controlador de Áudio da Tecnologia Intel(R) Smart Sound (\_SB.PC00.HDAS),Fx Device,low,6,28.585616956521747,230
Win11,22H2,Controlador de Áudio da Tecnologia Intel(R) Smart Sound (\_SB.PC00.HDAS),Fx Device,high,3,4429.57707,10
Win10,20H2,Intel(R) PCI Express Root Port #7 - A0BE (\_SB.PC00.RP07),Fx Device,low,22,36.52681972522076,2038
Win10,20H2,Intel(R) PCI Express Root Port #7 - A0BE (\_SB.PC00.RP07),Fx Device,high,13,790.3765412499997,240
Win10,20H2,WP OmaDmClient Client,Activator,moderate,50,754.9079719512197,246
Win10,21H2,DAM Phase,PDC Phase,moderate,151,13.819365269461077,334
Win10,21H2,Intel(R) PCI Express Root Port #10 - 51B1 (\_SB.PC00.RP10),Fx Device,low,3,47.580595148669815,639
Win10,21H2,Intel(R) Serial IO I2C Host Controller - 51E8 (\_SB.PC00.I2C0),Fx Device,high,1,706.7508789192082,1869
Win10,21H2,Intel(R) Serial IO I2C Host Controller - 51E8 (\_SB.PC00.I2C0),Fx Device,low,1,64.3224,1
Win10,21H1,Intel RST VMD Controller 9A0B (TGL) (\_SB.PC00.VMD0),Fx Device,high,3,5260.658656363636,55
Win10,21H1,Intel(R) Iris(R) Xe Graphics (\_SB.PC00.GFX0),Fx Device,high,31,1057.9369405844159,924
Win10,21H1,NCSI,Activator,moderate,31,387.9103951127821,266
Win10,21H1,USB xHCI Compliant Host Controller (\_SB.PC00.XHCI),Fx Device,moderate,46,130.26395021097036,948
Win10,21H2,Killer(R) Wi-Fi 6 AX1650s 160MHz Wireless Network Adapter (201D2W) (\_SB.PCI0.CNVW),Fx Device,moderate,14,154.54846,50
Win10,21H2,Intel(R) Ethernet Connection (10) I219-LM (\_SB.PCI0.GLAN),Fx Device,high,31,3018.238710189982,579
Win10,21H2,Realtek PCIE CardReader (\_SB.PCI0.RP01.PXSX),Fx Device,low,5,64.87012894736841,38
Win10,22H2,PCI Express Root Port (\_SB.PCI0.TRP1),Fx Device,low,18,103.37610314465401,954
Win10,22H2,Thunderbolt(TM) Controller - 8A17 (\_SB.PCI0.TDM0),Fx Device,high,60,1592.6655551748408,4261
Win10,22H2,PCI Express Root Port (\_SB.PCI0.TRP0),Fx Device,low,30,124.14866297335206,713
Win10,22H2,PCI Express Root Port (\_SB.PCI0.TRP0),Fx Device,high,9,1502.6117728884246,1918
Win10,22H2,PCI Express Root Port (\_SB.PCI0.TRP1),Fx Device,high,5,1247.001344,100
