os_name,os_codename,blocker_name,blocker_type,activity_level,number_of_clients,average_active_time_in_seconds,number_of_occurences
Win11,21H2,インテル(R) スマート・サウンド・テクノロジー ・オーディオ・コントローラー (\_SB.PCI0.HDAS),Fx Device,moderate,15,946.9898341268064,16
Win11,21H2,Intel(R) Ethernet Connection (10) I219-V (\_SB.PCI0.GLAN),Fx Device,moderate,42,9457.187884280056,47
Win10,RS3,Intel(R) Iris(R) Xe Graphics (\_SB.PC00.GFX0),Fx Device,high,14,8618667.89033797,14
Win10,RS1,Intel(R) Smart Sound Technology (Intel(R) SST) Audio Controller (\_SB.PCI0.HDAS),Fx Device,moderate,7,28663.44021684982,7
Win10,19H1,Intel(R) PCI Express Root Port #9 - 02B0 (\_SB.PCI0.RP09),Fx Device,high,21,13087377.271668674,22
Win10,RS3,USB xHCI Compliant Host Controller (\_SB.PC00.XHCI),Fx Device,moderate,23,2298.031830135683,26
Win11,21H2,Unregistered Device \_SB.PCI0.HDAS,Fx Device,high,5,16745645.850645607,6
Win10,22H2,Unregistered Device \_SB.PCI0.TXHC,Fx Device,low,3,4094.0981347401116,3
Win10,21H1,Intel(R) PCI Express Root Port #13 - 9DB4 (\_SB.PCI0.RP13),Fx Device,moderate,5,70922.25414526033,6
Win10,TH2,Maintenance Phase,PDC Phase,low,32,6380.044846344643,47
Win10,20H1,Mobile Intel(R) Processor Family I/O PCI Express Root Port #9 - 9D18 (\_SB.PCI0.RP09),Fx Device,moderate,3,521.2557299531474,3
Win10,21H1,USB xHCI Compliant Host Controller (\_SB.PCI0.TXHC),Fx Device,moderate,19,399.80405255172707,21
Win10,20H2,Maintenance Phase,PDC Phase,loComputerMask,1,18454.16644593727,1
Win10,22H2,USB4(TM) Host Router (Microsoft) (\_SB.PC00.TDM0),Fx Device,low,19,3258.2096344840256,20
Win10,19H1,Host Activity Manager,Activator,moderate,27,1119.1735457412433,31
Win10,RS1,Intel(R) UHD Graphics 620 (\_SB.PCI0.GFX0),Fx Device,moderate,2,652.9236473082528,2
Win10,RS4,PCI Express Root Port (\_SB.PC00.PEG0),Fx Device,high,8,20498.720685673426,9
Win10,21H1,Intel RST VMD Controller 9A0B (\_SB.PC00.VMD0),Fx Device,high,53,3929517.8498175843,55
Win10,19H1,WP Location Client,Fx Device,low,2,59.943343961388656,2
Win10,20H2,Intel(R) PCI Express Root Port #1 - 9DB8 (\_SB.PCI0.RP01),Fx Device,low,3,402.34212580650876,4
Win10,19H1,Intel(R) PEG60 - 9A09 (\_SB.PC00.PEG0),Fx Device,high,34,8450990.32792416,36
Win11,21H2,Intel(R) PEG60 - 464D (\_SB.PC00.PEG0),Fx Device,moderate,10,4344.207918446082,10
Win10,19H1,Intel(R) Wireless-AC 9560 160MHz (\_SB.PCI0.CNVW),Fx Device,moderate,26,4264.150013532473,26
Win11,21H2,Intel(R) PEG10 - 460D (\_SB.PC00.PEG1),Fx Device,low,23,1799.603027646457,26
Win10,RS5,Intel(R) PCIe Controller (x16) - 1901 (\_SB.PCI0.PEG0),Fx Device,moderate,20,2917.691722412187,20
Win10,RS2,USB xHCI Compliant Host Controller (\_SB.PCI0.XHC),Fx Device,low,5,1723.97063223407,6
Win10,RS2,WP OmaDmClient Client,Activator,high,5,12898.593000605097,5
Win10,20H1,英特尔(R)智音技术音频控制器 (\_SB.PCI0.HDAS),Fx Device,low,16,26426.62597715151,19
Win10,22H2,Thunderbolt(TM) Controller - 8A17 (\_SB.PCI0.TDM0),Fx Device,moderate,22,13851.180285605327,25
Win10,19H1,Intel(R) PEG10 - 460D (\_SB.PC00.PEG1),Fx Device,high,8,12513941.631847832,8
Win11,22H2,Intel(R) PEG10 - 460D (\_SB.PC00.PEG1),Fx Device,high,8,8664305.31057035,8
Win10,19H1,USB xHCI Compliant Host Controller (\_SB.PCI0.TXHC),Fx Device,high,16,36580.04882902475,16
Win11,21H2,Технология Intel(R) Smart Sound - аудиоконтроллер (\_SB.PCI0.HDAS),Fx Device,low,13,5268.929292541148,13
Win11,21H2,Standard NVM Express Controller (\_SB.PC00.PEG0.PEGP),Fx Device,low,38,2482.6619084894855,46
Win10,21H1,Unregistered Device \_SB.PCI0.HECI,Activator,low,1,15324.594914723677,1
Win10,22H2,File Sharing Server,Fx Device,moderate,1,40.028944410613875,1
Win10,21H1,Unregistered Device \_SB.PCI0.RP05.PXSX,Activator,low,1,32.49486447248799,1
Win10,22H2,No CS Phase,Activator,high,1,93505127.40233147,1
Win11,22H2,BI,Fx Device,high,2,9834.918715423582,4
Win10,RS1,Update Orchestrator Client,Activator,low,21,7065.041867010112,23
Win10,TH2,Connection Phase,PDC Phase,low,24,0.5868002341187225,35
Win10,21H2,USB xHCI Compliant Host Controller (\_SB.PCI0.TXHC),Fx Device,high,33,797356.3139160201,34
Win10,RS3,Intel(R) Wi-Fi 6 AX201 160MHz (\_SB.PCI0.CNVW),Fx Device,high,14,708720.2018813562,15
Win10,19H2,Intel(R) Iris(R) Plus Graphics (\_SB.PCI0.GFX0),Fx Device,high,46,21502.56921967373,51
Win10,21H2,Unregistered Device \_SB.PCI0.HDAS,Fx Device,low,8,4306.368072877007,8
Win10,RS4,Standard NVM Express Controller (\_SB.PC00.PEG0.PEGP),Fx Device,moderate,4,1520.5835630662634,4
Win10,20H1,PCI Express Root Port (\_SB.PC00.TRP1),Fx Device,low,17,406.39373189744435,17
Win10,19H1,Device not registered,PEP Pre-Veto,moderate,12,507.13613841604985,15
Win10,20H2,Mobile Intel(R) Processor Family I/O PCI Express Root Port #9 - 9D18 (\_SB.PCI0.RP09),Fx Device,low,10,2549.5947079613625,10
Win10,19H2,Unregistered Device \_SB.PC00.VMD0,Fx Device,high,1,2425.3443823075822,1
Win10,20H2,Unregistered Device \_SB.PCI0.HDAS,Fx Device,moderate,3,596.5977718949721,3
Win11,22H2,Intel(R) PCI Express Root Port #9 - 02B0 (\_SB.PCI0.RP09),Fx Device,moderate,18,2998.314742497737,18
Win10,TH1,WU,Activator,high,7,21685.027195809496,8
Win11,21H2,Intel(R) PCI Express Root Port #6 - 06BD (\_SB.PCI0.RP06),Fx Device,low,4,108.78037311982311,5
Win10,19H2,USB xHCI Compliant Host Controller (\_SB.PC00.TXHC),Activator,high,1,2069.843420383231,1
Win10,19H1,Connection Phase,PDC Phase,moderate,4,584.9599255842007,4
Win10,21H1,PCI Express Root Port (\_SB.PC00.TRP1),Fx Device,moderate,9,1270.1313305802448,12
Win10,RS4,Unregistered Device \_SB.PC00.GNA0,Activator,high,1,9960.281171668827,1
Win11,21H2,Intel(R) PCI Express Root Port #17 - A340 (\_SB.PCI0.RP17),Fx Device,high,7,70066.69616102919,7
Win10,21H1,High Definition Audio Controller (\_SB.PC00.HDAS),Fx Device,moderate,7,7393.109330718395,9
Win10,21H1,Image Download Manager,Fx Device,moderate,2,1728.6804280814872,2
Win10,21H2,Unregistered Device \_SB.PCI0.HECI,Fx Device,high,2,11235.754663038082,2
Win10,20H2,WP OmaDmClient Client,Fx Device,low,2,349.4840693632209,3
Win10,19H1,PCI Express Root Port (\_SB.PC00.TRP1),Fx Device,moderate,5,279.7836350814179,5
Win10,21H1,Intel(R) PCI Express Root Port #17 - A340 (\_SB.PCI0.RP17),Fx Device,moderate,10,1336.2172870688191,12
Win10,20H1,High Definition Audio Controller (\_SB.PC00.HDAS),Fx Device,moderate,15,2214.9120733571767,15
Win11,20H1,Maintenance Phase,PDC Phase,low,1,1.1733377880723483,2
Win11,21H2,Unregistered Device \_SB.PCI0.CNVW,Fx Device,moderate,3,15462.69088074957,3
Win10,RS1,TCPIP,Activator,moderate,4,5870.579842924034,4
Win10,RS5,Contrôleur audio de la technologie Intel(R) Smart Sound (\_SB.PCI0.HDAS),Fx Device,moderate,6,1517128.9868104889,6
Win10,20H1,Maintenance Phase,Activator,high,1,590.5523414679302,1
Win10,RS4,Intel(R) PCI Express Root Port #5 - 9DBC (\_SB.PCI0.RP05),Fx Device,high,7,16898980.01589366,7
Win10,21H1,TCPIP,Fx Device,low,2,36.355053125480644,2
Win10,19H1,英特尔(R)智音技术音频控制器 (\_SB.PCI0.HDAS),Fx Device,low,13,1041.4444901346014,15
Win10,RS5,Controlador de audio de la tecnología Intel(R) Smart Sound (\_SB.PCI0.HDAS),Fx Device,low,9,24178.083335054685,10
Win10,RS5,PCI Express Root Port (\_SB.PC00.TRP0),Fx Device,moderate,8,4788.678883053294,9
Win10,21H2,CPU C0 Time.Non-attributed Time,Fx Device,high,1,343.7176025735583,1
Win10,RS2,Intel(R) PCI Express Root Port #13 - 9DB4 (\_SB.PCI0.RP13),Fx Device,low,1,101.63740138341163,1
Win10,RS4,Intel(R) PEG10 - 460D (\_SB.PC00.PEG1),Fx Device,moderate,3,6412.484869556806,3
Win10,19H2,Standard NVM Express Controller (\_SB.PCI0.RP09.PXSX),Activator,low,2,526.1526555498064,2
Win10,20H2,Intel(R) PCI Express Root Port #17 - A340 (\_SB.PCI0.RP17),Fx Device,low,21,4553.740047968923,27
Win11,21H2,Intel(R) PCI Express Root Port #5 - A33C (\_SB.PCI0.RP05),Fx Device,moderate,2,6026.417200962628,3
Win10,19H1,Image Download Manager,Fx Device,high,1,1778.9502452569443,1
Win11,21H2,Unregistered Device \_SB.PCI0.RP05.PXSX,Fx Device,moderate,1,209.76689678759527,1
Win10,RS5,Mobile Intel(R) Processor Family I/O PCI Express Root Port #9 - 9D18 (\_SB.PCI0.RP09),Fx Device,low,4,154.90186555991363,4
Win10,21H2,Unregistered Device \_SB.PCI0.CNVW,PEP Pre-Veto,low,1,61005.50717939572,1
Win11,21H2,High Definition Audio Controller (\_SB.PC00.HDAS),Activator,moderate,1,503.0325376798188,1
Win10,RS4,Intel(R) PCI Express Root Port #6 - 06BD (\_SB.PCI0.RP06),Fx Device,high,1,2.3095952292454354,1
Win10,TH1,Maintenance Phase,PDC Phase,high,4,41114.273586121984,4
Win10,RS2,PCI Express Root Port (\_SB.PC00.TRP0),Fx Device,high,1,367.645708023157,1
Win10,RS4,Unregistered Device \_SB.PCI0.GFX0,Fx Device,moderate,2,2891.599762851868,2
Win10,19H2,Maintenance Phase,Fx Device,low,1,1.51021578375197,1
Win10,RS5,PCI Express Root Port (\_SB.PC00.TRP1),Fx Device,moderate,3,13567.059956796513,3
Win10,19H2,CPU C0 Time.Non-attributed Time,Fx Device,low,1,12.255921014002064,1
Win10,22H2,Update Orchestrator Client,Fx Device,low,1,15853.705250484185,1
Win11,21H2,Device not registered,Activator,low,1,29.660507342668527,1
Win10,TH2,Intel(R) UHD Graphics 620 (\_SB.PCI0.GFX0),Fx Device,moderate,1,337.6181251473275,1
Win10,RS3,Thunderbolt(TM) Controller - 9A1D (\_SB.PC00.TDM1),Fx Device,low,3,6831565.794676711,3
Win10,RS3,Intel(R) Smart Sound Technology (Intel(R) SST) Audio Controller (\_SB.PC00.HDAS),Fx Device,high,10,6730.496259007593,10
Win10,22H2,WU,Fx Device,low,2,163.09335304917687,2
Win11,22H2,Unregistered Device \_SB.PCI0.HECI,Fx Device,low,4,1002.9809810003767,4
Win10,TH1,DHCP,Activator,moderate,4,450.54203266836623,4
Win10,TH1,Intel(R) Wi-Fi 6 AX201 160MHz (\_SB.PCI0.CNVW),Fx Device,low,3,1949.4353133919628,3
Win8.1,N/A,BI,Activator,high,4,24912.886421574407,4
Win10,19H1,Intel(R) PCI Express Root Port #5 - A33C (\_SB.PCI0.RP05),Fx Device,high,2,2235.336166887852,3
Win10,RS5,Unregistered Device \_SB.PCI0.RP09.PXSX,Fx Device,high,1,110065217.86991674,1
Win10,RS1,Intel(R) UHD Graphics (\_SB.PCI0.GFX0),Fx Device,low,7,698.6844354559065,7
Win10,20H1,Intel(R) PEG60 - 464D (\_SB.PC00.PEG0),Fx Device,moderate,3,2226.1202916906573,4
Win11,21H2,Maintenance Phase,Activator,low,1,1.635343290406521,1
Win11,21H2,Unregistered Device \_SB.PCI0.TXHC,Fx Device,high,3,5533216.041925648,3
Win10,TH2,Update Orchestrator Client,Activator,high,7,23595.081551515024,7
Win10,N/A,BI,Activator,low,1,311.6321915253307,1
Win10,21H1,Update Orchestrator Client,Fx Device,high,1,1151.6691770534064,1
Win10,21H1,DHCP,Fx Device,moderate,4,4514.420952527326,5
Win10,RS1,Intel(R) Iris(R) Xe Graphics (\_SB.PC00.GFX0),Fx Device,moderate,5,469.81146349113135,5
Win10,21H2,DHCP,Activator,loComputerMask,1,659.0457009435679,1
Win10,RS4,High Definition Audio Controller (\_SB.PCI0.HDAS),Fx Device,high,6,26827355.62255223,6
Win10,RS1,Intel(R) Wi-Fi 6 AX201 160MHz (\_SB.PC00.CNVW),Fx Device,moderate,5,1846.5118336422158,5
Win10,19H1,Unregistered Device \_SB.PCI0.RP05.PXSX,Activator,high,1,30275285.573415916,1
Win10,20H1,Intel(R) PCI Express Root Port #17 - 06C0 (\_SB.PCI0.RP17),Activator,high,1,1791.4842668115748,1
Win10,RS3,Standard NVM Express Controller (\_SB.PCI0.RP09.PXSX),Fx Device,moderate,7,922.3431750070789,7
Win10,RS4,Unregistered Device \_SB.PCI0.CNVW,Fx Device,moderate,1,8326.119412641116,1
Win10,22H2,Unregistered Device \_SB.PC00.VMD0,Fx Device,moderate,1,163.39452075286718,1
Win10,RS1,Standard NVM Express Controller (\_SB.PC00.PEG0.PEGP),Fx Device,low,1,266.3001495772352,1
Win10,RS2,Contrôleur audio de la technologie Intel(R) Smart Sound (\_SB.PCI0.HDAS),Fx Device,low,2,23605.912479214185,2
Win10,21H1,Intel(R) PCIe Controller (x16) - 1901 (\_SB.PCI0.PEG0),PEP Pre-Veto,moderate,1,68.90819793032477,1
Win10,20H2,Image Download Manager,Fx Device,low,2,184.1476445987324,2
Win10,RS1,Intel(R) PCI Express Root Port #8 - A0BF (\_SB.PC00.RP08),Fx Device,low,2,24332.277334637427,2
Win11,21H2,Intel(R) Management Engine Interface #1 (\_SB.PC00.HECI),Fx Device,high,6,4541055.39862756,7
Win10,20H2,Unregistered Device \_SB.PCI0.RP13.PXSX,Activator,low,1,76.32203377557359,1
Win10,RS3,Intel(R) PCI Express Root Port #5 - A0BC (\_SB.PC00.RP05),Fx Device,moderate,2,5778.871034743538,2
Win10,19H1,Audio Service,Fx Device,low,2,111.28268599780145,2
Win10,RS3,Host Activity Manager,Activator,moderate,2,159.35259487002944,2
Win10,21H1,Intel(R) PCI Express Root Port #10 - A0B1 (\_SB.PC00.RP10),Activator,moderate,1,2557.3169136023703,1
Win10,TH2,Intel(R) Wi-Fi 6 AX201 160MHz (\_SB.PC00.CNVW),Fx Device,low,4,382.77855365964905,4
Win10,RS3,Intel(R) PEG10 - 460D (\_SB.PC00.PEG1),Fx Device,high,1,1283.451855287994,1
Win8.1,N/A,Intel RST VMD Controller 9A0B (\_SB.PC00.VMD0),Fx Device,low,1,39.30354423995374,1
Win8.1,N/A,File Sharing Server,Activator,low,1,217.27041514864297,1
Win8.1,22H2,USB xHCI Compliant Host Controller (\_SB.PC00.XHCI),Fx Device,low,1,493.82454647834606,1
Win8.1,22H2,Intel(R) PCI Express Root Port #8 - A0BF (\_SB.PC00.RP08),Fx Device,low,1,23.77659368345228,1
Win8.1,N/A,CPU C0 Time.Non-attributed Time,Processor,low,1,150.38324682808917,1
Win10,RS5,Unregistered Device \_SB.PC00.TDM0,Fx Device,moderate,1,39.32171467232728,1
Win11,21H2,WP Location Client,Fx Device,low,1,14.090357918265221,1
Win10,RS1,Intel(R) PCI Express Root Port #13 - 02B4 (\_SB.PCI0.RP13),Fx Device,low,1,15524.250107727237,1
Win10,19H2,PCI Express Root Port (\_SB.PC00.PEG0),Activator,high,1,565.3320858611667,1
Win10,19H2,Unregistered Device \_SB.PCI0.GFX0,Fx Device,high,2,7903213.354858988,2
Win10,RS1,Intel(R) PCI Express Root Port #17 - A340 (\_SB.PCI0.RP17),Fx Device,low,1,13.533027087954048,1
Win10,RS3,Intel(R) PCI Express Root Port #13 - 02B4 (\_SB.PCI0.RP13),Fx Device,moderate,3,2360.661283747641,3
Win10,RS3,Intel(R) PEG60 - 9A09 (\_SB.PC00.PEG0),Fx Device,moderate,2,2168.8172161135553,2
Win10,RS2,Intel(R) UHD Graphics 620 (\_SB.PCI0.GFX0),Fx Device,high,2,24882.693647065415,2
Win10,19H1,WNS,Processor,low,1,1160.0102498044048,1
Win10,20H2,Unregistered Device \_SB.PCI0.HDAS,Activator,low,1,3067.541534310302,1
Win10,TH2,USB xHCI Compliant Host Controller (\_SB.PC00.XHCI),Fx Device,moderate,2,87041.93288269405,2
Win10,22H2,Intel(R) PCI Express Root Port #4 - A0BB (\_SB.PC00.RP04),Activator,moderate,1,3387.0894065460366,1
Win10,20H2,Intel(R) Wi-Fi 6 AX201 160MHz (\_SB.PCI0.CNVW),PDC Phase,low,1,467.3813263672316,1
Win10,TH2,PCI Express Root Port (\_SB.PC00.TRP0),Fx Device,low,2,320.5318270755619,2
Win10,19H1,Intel(R) PCI Express Root Port #6 - 06BD (\_SB.PCI0.RP06),Fx Device,low,3,1138.8027201823809,4
Win10,20H1,Update Orchestrator Client,PEP Pre-Veto,low,1,25435.411198936035,1
Win10,TH2,Intel(R) UHD Graphics (\_SB.PCI0.GFX0),Fx Device,moderate,1,7814.0985745798935,1
Win10,TH1,Intel(R) PCIe Controller (x16) - 1901 (\_SB.PCI0.PEG0),Fx Device,low,1,420.4910055829726,2
Win10,20H2,NCSI,Fx Device,low,2,1333.9188788072615,2
Win11,19H1,BI,Activator,low,1,30.50312648278814,1
Win11,19H1,Mobile Intel(R) Processor Family I/O PCI Express Root Port #9 - 9D18 (\_SB.PCI0.RP09),Fx Device,moderate,1,1461.1150265902468,1
Win11,22H2,Device not registered,Fx Device,low,1,540.2817081184824,1
Win10,19H1,Device not registered,Activator,low,1,121.12554074280756,1
Win10,TH2,Device not registered,PEP Pre-Veto,high,1,7462.741444212514,1
Win11,22H2,PCI Express Root Port (\_SB.PC00.TRP1),PDC Phase,high,1,101806.62572526939,1
Win10,RS1,High Definition Audio Controller (\_SB.PC00.HDAS),Fx Device,high,1,1541.5044629151596,1
Win10,20H2,Intel(R) PCI Express Root Port #6 - 06BD (\_SB.PCI0.RP06),Fx Device,moderate,1,986.8383227246297,1
Win10,21H2,Технология Intel(R) Smart Sound - аудиоконтроллер (\_SB.PCI0.HDAS),PComputerNameMask Phase,low,1,9.278663598824863,1
Win10,21H2,File Sharing Server,Fx Device,low,1,94.65518842077664,1
Win10,19H2,Intel(R) PCI Express Root Port #1 - 9DB8 (\_SB.PCI0.RP01),Fx Device,moderate,1,167.6829691374896,1
Win10,21H1,WU,Fx Device,high,1,599.6298789626733,1
Win10,21H1,Intel(R) PCI Express Root Port #4 - A0BB (\_SB.PC00.RP04),Activator,low,1,1.8797141530557748,1
Win11,22H2,Unregistered Device \_SB.PC00.TDM0,Fx Device,moderate,1,381.8957336171954,1
Win10,TH1,Intel(R) PCI Express Root Port #5 - 02BC (\_SB.PCI0.RP05),Fx Device,moderate,1,1278.5223272031074,1
Win11,22H2,Audio Service,Fx Device,high,1,8332.981561951408,1
Win11,22H2,Intel(R) PCI Express Root Port #13 - 02B4 (\_SB.PCI0.RP13),Activator,low,1,61.139559036104835,1
Win10,20H1,Intel(R) PCI Express Root Port #5 - A33C (\_SB.PCI0.RP05),Activator,high,1,1824.0765903008064,1
Win10,21H1,File Sharing Server,Fx Device,moderate,1,251.3232759014803,1
Win10,21H2,Технология Intel(R) Smart Sound - аудиоконтроллер (\_SB.PCI0.HDAS),Activator,high,1,4304.907847458379,1
Win11,21H2,Update Orchestrator Client,Fx Device,moderate,1,9205.64562147656,1
Win10,22H2,TCPIP,Fx Device,low,1,327.2229268225693,1
Win10,22H2,Connection Phase,PDC Phase,low,1922,19.543164136816785,3267
Win10,20H2,Intel® Smart Sound Technology BUS (\_SB.PC00.HDAS),Fx Device,high,292,5491297.523898618,344
Win11,21H2,Intel(R) Iris(R) Xe Graphics (\_SB.PC00.GFX0),Fx Device,low,560,1910.2727768525933,683
Win10,21H1,Intel(R) Smart Sound Technologie-Audiocontroller (\_SB.PCI0.HDAS),Fx Device,low,40,3620.2862923488733,41
Win11,22H2,TCPIP,Activator,low,609,1306.748674572664,742
Win10,19H1,TCPIP,Activator,low,409,1489.8836871016854,468
Win11,22H2,DHCP,Activator,low,828,2031.441693342863,1038
Win10,21H1,Intel(R) Smart Sound Technology (Intel(R) SST) Audio Controller (\_SB.PCI0.HDAS),Fx Device,high,323,12622851.172354493,383
Win10,22H2,Intel(R) Ethernet Connection (10) I219-V (\_SB.PCI0.GLAN),Fx Device,high,69,7422627.12854434,79
Win10,RS5,CPU C0 Time.Non-attributed Time,Processor,moderate,141,2048.960550052223,156
Win10,21H2,BI,Activator,high,1397,10017374.991241049,1924
Win10,20H2,WU,Activator,moderate,869,46160.88531037876,1125
Win10,22H2,Maintenance Phase,PDC Phase,low,1981,1973.6762741932064,3460
Win10,21H2,USB4(TM) Host Router (Microsoft) (\_SB.PC00.TDM0),Fx Device,low,32,8215.164311227783,37
Win10,19H1,No CS Phase,PDC Phase,low,785,255298.7702565777,1022
Win10,21H2,Intel(R) UHD Graphics (\_SB.PCI0.GFX0),Fx Device,low,367,4146.376501652874,434
Win10,22H2,CPU C0 Time.Non-attributed Time,Processor,low,742,1845.6155973666234,919
Win10,21H2,Intel(R) PCI Express Root Port #8 - A0BF (\_SB.PC00.RP08),Fx Device,high,59,1605137.588108283,67
Win11,22H2,No CS Phase,PDC Phase,low,1225,238440.93309842492,1667
Win11,21H2,CPU C0 Time.Non-attributed Time,Processor,moderate,332,2702.7127462497665,413
Win10,20H2,Intel(R) PCI Express Root Port #5 - A33C (\_SB.PCI0.RP05),Fx Device,high,6,59719.85316346869,9
Win10,RS5,WU,Activator,low,468,42203.60778748395,583
Win10,RS2,High Definition Audio Controller (\_SB.PCI0.HDAS),Fx Device,high,1,248.49291734321812,1
Win11,21H2,PCI Express Root Port (\_SB.PC00.TRP0),Fx Device,moderate,32,1596.7756972564107,35
Win10,21H2,Update Orchestrator Client,Activator,low,1033,6655.641226757971,1344
Win10,22H2,No CS Phase,PDC Phase,low,1236,132698.90056755775,1691
Win10,21H2,USB xHCI Compliant Host Controller (\_SB.PC00.XHCI),Fx Device,moderate,355,25294.79788168765,423
Win10,RS4,USB xHCI Compliant Host Controller (\_SB.PC00.XHCI),Fx Device,moderate,92,4454.401617472634,97
Win10,19H2,WU,Activator,high,922,8438369.205571298,1177
Win10,19H2,Intel(R) PCI Express Root Port #8 - A0BF (\_SB.PC00.RP08),Fx Device,low,63,3054.5151131019334,72
Win11,22H2,Thunderbolt(TM) Controller - 9A1B (\_SB.PC00.TDM0),Fx Device,low,224,5427.927615760386,250
Win10,19H1,Intel(R) Wi-Fi 6 AX201 160MHz (\_SB.PCI0.CNVW),Fx Device,high,116,1902932.3150060095,128
Win11,21H2,USB xHCI Compliant Host Controller (\_SB.PCI0.XHC),Fx Device,high,455,9441373.688975934,538
Win10,22H2,TCPIP,Activator,high,180,2626084.650643608,197
Win10,21H1,Intel(R) PEG60 - 9A09 (\_SB.PC00.PEG0),Fx Device,low,110,6243.141882036676,128
Win10,21H2,Thunderbolt(TM) Controller - 8A17 (\_SB.PCI0.TDM0),Fx Device,low,53,7884.276274206893,59
Win10,21H1,PCI Express Root Port (\_SB.PC00.PEG0),Fx Device,moderate,27,12651.548794054543,30
Win10,22H2,Intel(R) Smart Sound Technologie-Audiocontroller (\_SB.PCI0.HDAS),Fx Device,low,34,3874.801145789524,34
Win10,19H2,CPU C0 Time.Non-attributed Time,Processor,moderate,331,2226.040171979385,393
Win10,21H2,Maintenance Phase,PDC Phase,moderate,317,9871.470004957244,358
Win10,21H1,Windows Push Notifications,Activator,high,186,3012333.978965203,209
Win10,19H2,WP OmaDmClient Client,Activator,moderate,85,10708.033090244311,92
Win10,20H2,Intel RST VMD Controller 9A0B (\_SB.PC00.VMD0),Fx Device,high,60,3391568.400017569,75
Win10,19H2,Intel(R) PCI Express Root Port #9 - A0B0 (\_SB.PC00.RP09),Fx Device,low,109,3569.5550161792394,128
Win10,20H1,Intel® Smart Sound Technology BUS (\_SB.PC00.HDAS),Fx Device,moderate,109,3724.7766604550256,120
Win10,21H2,Intel(R) Iris(R) Xe Graphics (\_SB.PC00.GFX0),Fx Device,moderate,225,2912.3763370986444,261
Win10,19H2,Intel® Smart Sound Technology BUS (\_SB.PC00.HDAS),Fx Device,low,258,3862.6813969878167,297
Win10,RS4,Thunderbolt(TM) Controller - 9A1D (\_SB.PC00.TDM1),Fx Device,moderate,11,10662.781419747973,11
Win10,RS4,WU,Activator,moderate,160,503374.5651250762,177
Win10,RS4,Windows Push Notifications,Activator,low,157,648.9245058428063,183
Win10,19H1,WNS,Activator,moderate,252,3191.255850301615,291
Win10,20H2,Intel(R) PCIe Controller (x16) - 1901 (\_SB.PCI0.PEG0),Fx Device,low,148,5174.99823072911,171
Win10,21H2,Image Download Manager,Activator,low,471,1373.8852199989005,576
Win10,RS4,PCI Express Root Port (\_SB.PC00.TRP0),Fx Device,high,13,9088760.69137663,13
Win11,22H2,PCI Express Root Port (\_SB.PC00.PEG0),Fx Device,high,30,10637153.366716957,32
Win10,19H2,Intel(R) PEG10 - 9A01 (\_SB.PC00.PEG1),Fx Device,moderate,16,1999.4302350525977,16
Win10,20H1,Intel(R) UHD Graphics (\_SB.PCI0.GFX0),Fx Device,high,110,2486268.437760161,121
Win10,21H1,Intel(R) Ethernet Connection (10) I219-V (\_SB.PCI0.GLAN),Fx Device,moderate,33,6052.884286959545,42
Win10,19H2,Intel(R) Ethernet Connection (10) I219-V (\_SB.PCI0.GLAN),Fx Device,low,65,4135.1200531089235,72
Win10,20H1,Intel(R) Smart Sound Technology (Intel(R) SST) Audio Controller (\_SB.PC00.HDAS),Fx Device,low,95,4107.51387424882,110
Win10,19H2,Intel(R) PCI Express Root Port #5 - 9DBC (\_SB.PCI0.RP05),Fx Device,low,34,8675.94995745372,37
Win10,20H1,USB xHCI Compliant Host Controller (\_SB.PCI0.TXHC),Fx Device,moderate,23,2524.2902337367723,27
Win10,20H1,Intel(R) PEG10 - 9A01 (\_SB.PC00.PEG1),Fx Device,low,47,5790.162522198828,50
Win10,RS3,WNS,Activator,low,52,2328.1320995118754,65
Win11,21H2,Intel(R) Smart Sound Technology (Intel(R) SST) Audio Controller (\_SB.PC00.HDAS),Fx Device,moderate,37,3470.003702842481,42
Win10,21H2,Intel(R) PCI Express Root Port #17 - A340 (\_SB.PCI0.RP17),Fx Device,moderate,6,35247.14491619956,6
Win10,20H2,Intel(R) Wireless-AC 9560 160MHz (\_SB.PCI0.CNVW),Fx Device,moderate,69,2505.1218757317747,83
Win10,20H1,File Sharing Server,Activator,low,63,2777.2024253673326,68
Win10,RS5,Intel(R) Wireless-AC 9560 160MHz (\_SB.PCI0.CNVW),Fx Device,high,27,311737.31301373517,29
Win10,21H2,Intel(R) PCIe Controller (x16) - 1901 (\_SB.PCI0.PEG0),Fx Device,low,136,7506.145517943105,156
Win10,RS4,Intel(R) Smart Sound Technology (Intel(R) SST) Audio Controller (\_SB.PCI0.HDAS),Fx Device,low,112,5202.940173001625,123
Win10,21H2,Intel(R) UHD Graphics 620 (\_SB.PCI0.GFX0),Fx Device,moderate,85,1750.2265343273152,98
Win10,RS4,Standard NVM Express Controller (\_SB.PCI0.RP09.PXSX),Fx Device,high,23,4219961.634940744,23
Win10,20H1,Thunderbolt(TM) Controller - 8A17 (\_SB.PCI0.TDM0),Fx Device,low,39,10234.531285563782,46
Win10,19H1,NCSI,Activator,high,248,1803132.1488187762,274
Win10,19H1,Intel(R) UHD Graphics (\_SB.PCI0.GFX0),Fx Device,high,71,846975.5248719073,78
