guid,nrs,received_bytes,sent_bytes,chassistype,vendor,model,ram,os,number_of_cores
synth_0176124,132373.0,3583705760.8214874,5860430362.220736,Notebook,Casper Bilgisayar,Other,16,Win8.1,6
synth_0176142,1841485.0,28849233063.821037,109615705940.27417,Notebook,HP,HP EliteDesk 700 G1 SFF,12,Win10,4
synth_0176144,501291.0,12220511926.973217,120395725836.19736,Desktop,Unknown,To Be Filled By O.E.M.,8,Win10,4
synth_0176182,1140975.0,5694717549.98719,136520108337.96301,Notebook,Notebook,Not Applicable,8,Win10,4
synth_0176321,1483511.0,50876595350.5457,202420853818.36884,Notebook,Intel,NUC8i5BEH,8,Win8,4
synth_0176461,2091685.0,29557586953.347572,71556458406.28618,Desktop,Asus,System Product Name,16,Win10,4
synth_0176853,6442983.0,56431012553.69254,347613986485.31226,Notebook,Toshiba,Satellite A205,16,Win10,4
synth_0176993,2745196.0,32689202295.650196,343617825090.51465,Desktop,Gigabyte,Default string,16,Win10,2
synth_0177022,590940.0,14490948177.255375,63375983647.90285,Desktop,MSI,MS-7A57,12,Win11,n/a
synth_0177089,908654.0,12607062864.643267,72882316014.39099,Notebook,Dell,Latitude 3410,16,Win10,4
synth_0177114,2770920.0,4146142819.90644,49659309840.69564,Desktop,Asus,VivoBook_ASUSLaptop X509FJ_X509FJ,16,Win10,2
synth_0177268,910266.0,35269616275.93589,89671456332.45538,Notebook,Asus,X540LJ,2,Win10,2
synth_0177498,3649168.0,127867610524.35721,151579385904.7937,Notebook,Sony,SVF15A18CXB,12,Win8,2
synth_0177542,2279900.0,133678423850.24245,143098935984.8515,Other,Dell,Inspiron 5593,16,Win8.1,2
synth_0177591,642199.0,20132340578.26571,39768070733.2866,2 in 1,Acer,Other,12,Win11,4
synth_0177635,1717722.0,55951600802.873985,197570913873.25433,Other,Unknown,To Be Filled By O.E.M.,16,Win8.1,2
synth_0177639,6222291.0,9266733757.908157,510954213898.2803,Notebook,Clevo,W150HRM,12,Win11,2
synth_0177675,1371050.0,2279394938.548051,49738462544.31929,2 in 1,Other,Other,12,Win10,2
synth_0177697,3742064.0,192578726424.97464,275855648612.227,Server/WS,Acer,Nitro AN515-31,6,Win11,18
synth_0177703,643035.0,29105567564.72815,94349675210.55116,2 in 1,HP,Other,8,Win11,4
synth_0178073,1484527.0,22731974821.08087,41399895803.26203,Notebook,Lenovo,ThinkPad X201,8,Win8.1,2
synth_0178102,1661000.0,2284446986.289648,51102922601.43585,Desktop,Gigabyte,To be filled by O.E.M.,12,Win11,4
synth_0178205,905631.0,14486088330.954885,50881596550.028854,Intel NUC/STK,Dell,OptiPlex 790,12,Win8.1,6
synth_0178207,1098702.0,19587444888.573486,236611053391.10858,2 in 1,LG,Other,16,Win11,2
synth_0178259,246211.0,4061433479.457584,28634709882.88012,Notebook,Lenovo,Lenovo IdeaPad Z510,12,Win10,2
synth_0178307,2051065.0,76179410623.44592,155612167896.3758,2 in 1,Sony,Other,12,Win8,2
synth_0178316,145573.0,2352544235.2902217,5239919749.13491,Notebook,Lenovo,Lenovo ideapad 320-15IKB,12,Win8.1,8
synth_0178477,2641407.0,14406395219.22099,308197713364.308,Desktop,Intel,NUC10i5FNH,16,Win10,4
synth_0178589,4321419.0,26526550589.647404,100417508988.63254,Notebook,Dell,Vostro 3668,12,Win10,2
synth_0178608,6640128.0,87219103464.29648,100960878233.20753,Desktop,Asus,System Version,12,Win8,4
synth_0178612,3181276.0,28646819309.762417,132566862010.39548,2 in 1,Unknown,Unknown,12,Win7,4
synth_0178728,2798824.0,35588183399.99509,111471017664.68803,Notebook,Gigabyte,Z270X-Ultra Gaming,8,Win10,4
synth_0178742,2686990.0,2451454543.725832,232781984536.30374,Intel NUC/STK,Unknown,Other,12,Win8.1,6
synth_0178809,4984446.0,11023045605.2162,457646618589.4967,Desktop,Gigabyte,To be filled by O.E.M.,8,Win7,2
synth_0178885,2129255.0,193762795992.70746,499836535578.20526,Notebook,HP,HP EliteDesk 800 G1 SFF,16,Win10,4
synth_0178899,958063.0,64720577524.49432,107183921922.99228,Tablet,HANSUNG COMPUTER,TFX255S,16,Win10,6
synth_0179014,1512334.0,142334706478.12262,969974693011.1658,Desktop,Asus,X556UAK,8,Win10,2
synth_0179035,2352108.0,66293948123.98902,92166178043.63847,Notebook,HP,HP Compaq Pro 6300 SFF,8,Win11,4
synth_0179043,1138070.0,8112580166.512504,57968317050.858925,Notebook,Hasee,GJ5CN64,4,Win8.1,4
synth_0179191,4363841.0,20106460879.880146,55115675602.46392,Desktop,Unknown,To Be Filled By O.E.M.,12,Win10,4
synth_0179197,340992.0,3288007250.5247097,16442397758.0643,Notebook,Lenovo,Lenovo ideapad 320-15IKB,12,Win10,6
synth_0179228,1780005.0,5697198567.215181,55900343703.04099,Notebook,Lenovo,ThinkPad T440,16,Win10,4
synth_0179258,789336.0,26219166536.741554,840058940673.1301,Notebook,PCWARE,Default string,12,Win10,2
synth_0179295,1956446.0,319927604435.1783,1890270430251.1812,Intel NUC/STK,Intel,NUC8i3BEH,8,Win8.1,2
synth_0179337,2372092.0,22278854545.203533,329664538519.003,2 in 1,Microsoft Corporation,Surface Pro 7,24,Win8.1,2
synth_0179511,1083472.0,36735817797.44496,119104520790.27794,Server/WS,Asus,System Version,16,Win8.1,n/a
synth_0179925,1263303.0,6095378716.832102,83357453340.82964,Desktop,Unknown,Other,12,Win10,2
synth_0180138,1199360.0,44366199273.5656,46374835030.39384,Notebook,Gigabyte,X570 AORUS ULTRA,12,Win10,4
synth_0180215,2105585.0,63577447491.65228,132985277621.3204,Notebook,Lenovo,Lenovo ideapad 700-17ISK,12,Win11,2
synth_0180556,621728.0,198393508088.70886,241404407034.63474,2 in 1,Microsoft Corporation,Surface Laptop 3,12,n/a,4
synth_0180566,1774838.0,41224706461.56648,196277007599.478,Intel NUC/STK,LG,Other,12,Win11,4
synth_0180631,2705426.0,52614715426.691666,211958545356.073,Tablet,MSI,MS-7758,16,Win8,8
synth_0180637,1664105.0,51839402907.38842,99763544457.24573,Server/WS,HP,Other,16,n/a,2
synth_0180703,2576011.0,40419858679.77324,93361306238.40727,Notebook,Dell,G5 5587,12,Win8.1,4
synth_0180788,2536767.0,40715855858.48052,125638273998.70663,Desktop,Lenovo,ThinkPad X1 Carbon 2nd,12,Win10,n/a
synth_0180866,1104540.0,95294037209.203,561295783645.9028,Desktop,Unknown,To Be Filled By O.E.M.,6,Win8.1,2
synth_0180907,996918.0,53047982126.689186,66098239921.67175,Other,Lenovo,ThinkPad X260,8,Win10,2
synth_0181076,903540.0,139481642088.30286,173702535186.5133,Intel NUC/STK,MSI,GP62MVR 7RFX,16,Win11,6
synth_0181130,219077.0,20421630967.87894,139050365704.7207,Notebook,Dell,Inspiron 3847,8,Win11,4
synth_0181138,449971.0,2468212398.2174087,14839687159.334633,Desktop,Unknown,To Be Filled By O.E.M.,16,Win10,4
synth_0181332,5407928.0,57063143666.65555,689680115303.936,2 in 1,Asus,TP300LAB,12,Win11,4
synth_0181430,272733.0,2004516026.135948,123500833343.41658,Desktop,Unknown,Other,12,Win11,4
synth_0181739,2236646.0,11574327412.512455,33050595691.673096,Desktop,Asus,System Product Name,8,Win8.1,2
synth_0181848,2601246.0,1427725935.8623984,91318521890.67398,Notebook,Apple,"MacBookPro14,1",16,Win Server,6
synth_0181855,1406209.0,26019017105.105583,146336163278.08835,Desktop,HP,HP Pavilion Laptop 15-cc0xx,12,Win10,4
synth_0181907,5733687.0,179897504312.58054,606055530988.372,2 in 1,Samsung,500R5N/500R5Y/501R5N,16,Win11,4
synth_0182060,1422347.0,8580931366.482791,12724193840.22831,Notebook,Dell,Latitude 7400,12,Win7,4
synth_0182175,1235931.0,1352865891.2011182,23585645326.5924,2 in 1,Samsung,QX310/QX410/QX510/SF310/SF410/SF510,16,Win Server,4
synth_0182234,1990857.0,13279644146.481358,50355157158.75459,Desktop,Unknown,Other,16,Win Server,6
synth_0182269,1001588.0,68446276097.23975,72450166805.46094,Server/WS,Other,"VMware7,1",16,Win11,4
synth_0182311,48966.0,1103141914.4864376,4347483726.22753,Desktop,Acer,Aspire E5-476G,16,Win10,4
synth_0182334,1009940.0,13247976750.88972,96141882990.76022,Notebook,Acer,Swift SF113-31,12,Win8.1,2
synth_0182358,2924578.0,143227080982.0432,211399061900.57434,Tablet,Other,Other,16,Win7,6
synth_0182390,3678457.0,49596267796.0455,309335319206.6581,Other,Thirdwave Corporation,System Version,24,Win8,6
synth_0182434,667654.0,6611388239.18871,13432793524.648575,2 in 1,Microsoft Corporation,Surface Pro 6,8,Win11,4
synth_0182453,2419697.0,21430694926.820354,657963653741.3881,Notebook,Lenovo,IdeaPad 3 15ITL6,12,Win8.1,6
synth_0182523,980015.0,11552125814.070087,75295316817.57443,Notebook,HP,HP Pro 3330 MT,8,Win10,2
synth_0182955,343618.0,4735201769.055641,25609681979.375896,Intel NUC/STK,Intel,NUC8i5BEH,16,Win10,4
synth_0182969,290882.0,66582688856.507126,88672672211.42657,2 in 1,LG,Other,16,Win7,4
synth_0182994,3036361.0,59852800954.20598,121362729307.25882,Desktop,O.E.M,O.E.M,24,Win10,6
synth_0183032,375413.0,7126673876.516028,23283623808.576393,Notebook,Positivo,DC8CR01TV,12,Win10,2
synth_0183112,5964206.0,302545949184.4729,547540431292.7129,Notebook,Lenovo,Lenovo ideapad 330S-15IKB,16,Win10,2
synth_0183297,380668.0,17526934902.75328,88846208914.68158,Notebook,Dell,Inspiron 5447,8,Win8.1,4
synth_0183339,425573.0,21854313581.87469,46590611905.33151,Intel NUC/STK,LG,Other,16,Win7,4
synth_0183478,4647686.0,18623056853.277344,178683714428.6011,Notebook,Asus,UX32A,12,Win10,4
synth_0183493,183154.0,3754477024.831943,6909519350.772615,2 in 1,HP,HP Compaq dc7800 Small Form Factor,8,Win11,2
synth_0183578,142393.0,509019869.93562126,13370525822.232351,Notebook,HP,HP EliteBook 2540p,12,Win10,n/a
synth_0183708,1101257.0,35822186608.2927,188032374686.98972,Notebook,MECHREVO,Taitan Series GM7TG0M,8,Win11,2
synth_0183785,1018741.0,50051961386.3187,67096731403.068634,Notebook,Asus,Q502LAB,12,Win8.1,6
synth_0183822,3447347.0,262520337502.06793,286640417700.295,Intel NUC/STK,Wortmann_AG,1009720;1400183,16,Win11,6
synth_0183866,1316425.0,20446070095.52015,58891192062.63236,Notebook,Toshiba,Other,6,Win10,4
synth_0183993,182874.0,5623205436.144696,18350330880.917793,Notebook,Dell,Inspiron 3576,6,Win10,2
synth_0184050,1214344.0,79102955633.17004,121569162235.50041,Server/WS,Acer,Aspire V3-471,16,Win8.1,18
synth_0184181,6242378.0,58698645246.48503,92105707540.20204,Desktop,Unknown,Other,12,Win10,4
synth_0184600,5664781.0,122407440687.56349,1623000856350.7144,Notebook,Razer,Blade,16,Win10,4
synth_0184677,1218042.0,210640431572.47006,400192321123.9331,Desktop,Other,Default string,6,Win7,4
synth_0184808,1616228.0,57163490150.18689,80655930266.56813,Notebook,HP,HP G42 Notebook PC,16,Win7,4
synth_0185024,5277752.0,168218308618.9574,398248493235.1667,2 in 1,Thirdwave Corporation,GCR1660TGF-QCG,16,Win10,4
synth_0185179,2329814.0,224754593998.4003,2308138632532.227,Desktop,Lenovo,Legion Y7000P 2019,12,Win10,2
synth_0185193,1282420.0,2121151463.4945126,116047107965.94528,Other,MSI,CX61 2QC,16,Win8.1,2
synth_0185298,1186168.0,51739712315.2482,94124848118.14993,Notebook,Asus,ASUSPRO P5440UF,12,Win10,4
synth_0185411,5564207.0,26723666896.554295,864103901232.1567,Server/WS,Lenovo,ThinkPad T430,12,Win10,2
synth_0185513,674794.0,35170637295.01675,83496542524.54233,Notebook,MSI,MS-7B46,8,Win10,n/a
synth_0185528,3713420.0,24439301822.25832,26272613281.800484,Other,Asus,CM6630_CM6730_CM6830.,8,Win11,4
synth_0185529,791685.0,20354467963.0588,55606245076.980736,Desktop,Unknown,To Be Filled By O.E.M.,12,Win10,2
synth_0185736,2138245.0,79039017353.3891,208917919342.3862,Notebook,Asus,VivoBook 14_ASUS Laptop X407UF,6,Win10,2
synth_0186129,2730437.0,52854963442.26541,216825858417.50946,2 in 1,Lenovo,ThinkPad Yoga 370,16,Win8.1,2
synth_0186217,1740926.0,86614836783.56915,311312426025.5546,Notebook,Dell,Latitude E7450,12,Win10,6
synth_0186293,3165773.0,57121499173.818115,93493625699.6359,Notebook,Lenovo,Lenovo G50-70,8,Win10,4
synth_0186294,575218.0,8491202791.459375,154676752429.5535,Desktop,Gigabyte,To be filled by O.E.M.,12,Win10,2
synth_0186327,28490.0,1082289410.9705453,2526476984.5927835,Desktop,Asus,System Version,12,Win11,4
synth_0186340,2445800.0,158538117097.05392,222856294192.7259,2 in 1,Samsung,550XDA,12,Win Server,2
synth_0186546,562275.0,13433153762.285593,61251847047.445175,2 in 1,HP,HP Pavilion dv7 Notebook PC,12,Win8.1,2
synth_0186723,727993.0,123310861957.90169,479373889144.7393,Notebook,Asus,System Version,8,Win8.1,4
synth_0186786,2383557.0,283785162668.5993,291258536884.27527,Desktop,HP,HP 250 G6 Notebook PC,8,Win8,6
synth_0187009,2778664.0,58374087512.54429,106144448658.21753,Desktop,Timi,TM1701,8,Win8.1,2
synth_0187133,3563795.0,193126299550.3209,525556189778.556,Intel NUC/STK,Dell,Vostro 3650,6,Win11,4
synth_0187153,2847291.0,247948797891.1819,259124249578.78656,Notebook,Lenovo,Lenovo IdeaPad Y410P,16,Win10,4
synth_0187185,135404.0,12372094106.790165,21899522553.326916,Other,Other,MS-iCraft B460M,4,Win7,2
synth_0187233,7819461.0,1270610263046.0825,2443072439296.809,Desktop,Acer,Aspire ES1-533,12,Win11,4
synth_0187273,256435.0,366655446.924985,21767939437.905228,Desktop,Positivo,POS-PIQ57BQ,8,Win7,2
synth_0187275,1168077.0,19444777550.148834,469701930405.1156,Intel NUC/STK,Intel,NUC7i3DNKTC,16,Win8.1,2
synth_0187495,2769540.0,16847557806.8152,113867531320.85571,Notebook,Asus,VivoBook_ASUSLaptop X515JA_F515JA,8,Win10,4
synth_0187729,2116033.0,71264542650.2298,197628140471.6971,Notebook,MECHREVO,To be filled by O.E.M.,16,Win10,4
synth_0187982,1103796.0,25011532322.60904,1181513071927.5784,Intel NUC/STK,Samsung,730QCJ/730QCR,16,Win8.1,4
synth_0188284,510943.0,11390841451.85925,30573062536.68891,Notebook,MSI,MS-7D31,8,Win10,2
synth_0188701,1511163.0,27221641494.331936,43063207304.326546,Desktop,Gigabyte,To be filled by O.E.M.,12,n/a,2
synth_0188960,916653.0,19823793194.056713,137444203638.38022,Notebook,Acer,Aspire 4736Z,8,Win11,2
synth_0188966,3259310.0,76132985771.78778,266250522454.2798,Other,Shinelon Computer,To be filled by O.E.M.,6,Win8.1,2
synth_0188974,5682692.0,117399512161.99854,190510563469.98294,Notebook,Lenovo,ZHAOYANG E52-80,4,Win11,2
synth_0189010,3300865.0,44620297995.8499,154483209809.31363,Intel NUC/STK,Acer,Nitro AN515-51,8,n/a,4
synth_0189142,862845.0,6907881335.1234865,40845813571.62926,Intel NUC/STK,Intel,NUC7i5BNK,12,Win10,4
synth_0189378,390347.0,5948245094.722599,59125094604.57355,Notebook,Asus,ASUS TUF Gaming F15 FX506LH_FX506LH,8,Win8.1,2
synth_0189410,1902819.0,65653599479.71015,105170413679.26746,Intel NUC/STK,Dell,OptiPlex 7010,12,Win8.1,4
synth_0189443,1746485.0,1015662987.3405476,65986664812.73139,Server/WS,HP,HP Pavilion Notebook,12,Win8.1,4
synth_0189558,983551.0,5584530513.794742,196179421792.8267,Intel NUC/STK,Acer,Swift SF514-52T,12,Win8,n/a
synth_0189664,2005651.0,8890579787.245203,169866067713.87576,Notebook,Lenovo,ThinkPad T420,8,Win10,2
synth_0189777,1607607.0,37258415285.55162,150044546617.20636,2 in 1,Intel,To be filled by O.E.M.,16,Win7,2
synth_0189815,1255124.0,12721710954.068718,43682881867.81211,Desktop,Other,Not Applicable,12,Win10,2
synth_0189864,3078458.0,61364891496.87656,686821722218.218,Desktop,Gigabyte,B660M DS3H DDR4,8,Win11,4
synth_0189936,1179456.0,55793659762.13777,88386242190.48691,Intel NUC/STK,ECS,H81H3-M4,8,Win8,4
synth_0189951,1869518.0,1640648865.0994444,225106906140.86365,Intel NUC/STK,Intel,NUC7i7BNH,16,Win8.1,4
synth_0190032,970725.0,7640296952.56734,72849249855.65784,Intel NUC/STK,NEC,Other,12,Win10,6
synth_0190209,324620.0,22140787418.197968,29178163882.04235,Other,Unknown,Unknown,6,Win8.1,2
synth_0190379,4348702.0,292505316176.9222,591058479564.9089,Notebook,Samsung,900X3T/900X3U,16,Win10,2
synth_0190411,1933743.0,77865969544.82953,90878544945.16391,Notebook,HP,OMEN by HP Laptop 16-b0xxx,16,Win10,4
synth_0190496,1863250.0,11662321194.819725,102687486632.953,Desktop,MSI,MS-7C06,16,Win11,8
synth_0190497,1889524.0,22425910547.52049,138765599632.22778,Notebook,Supermicro,Super Server,16,Win8.1,2
synth_0190648,3545695.0,234234830779.60803,277365900210.75366,2 in 1,MSI,GF63 Thin 9SC,12,Win Server,4
synth_0190688,2857399.0,19843597229.310535,228540147289.9277,Notebook,Lenovo,Other,12,Win10,2
synth_0190755,395497.0,24322979980.04815,78336475369.89462,Notebook,Samsung,350V5C/351V5C/3540VC/3440VC,16,Win10,2
synth_0190853,756664.0,26914364852.125023,173738512445.94513,Desktop,Medion,Other,16,Win7,2
synth_0190928,890028.0,81243046393.27252,163864620074.31766,2 in 1,Dell,Inspiron 5447,12,Win11,2
synth_0191034,347574.0,10821365343.435743,14245036121.385134,2 in 1,Samsung,530U3C/530U4C,16,Win7,2
synth_0191179,810462.0,481614697.15066487,140161699402.0038,Server/WS,MONSTER,TULPAR T7 V22.1,6,Win11,6
synth_0191232,1157587.0,231599116665.4977,379012397479.37103,2 in 1,Dell,Inspiron 13-5368,4,Win10,4
synth_0191249,1889502.0,21699675265.234356,216195801946.5379,Notebook,Gigabyte,Default string,16,Win10,2
synth_0191475,374082.0,30207133359.795685,33198039309.898155,Notebook,MSI,MS-7788,8,Win11,2
synth_0191616,491468.0,19476715663.272556,26249319670.838676,Tablet,Asus,System Version,6,Win11,4
synth_0191626,865517.0,10179223695.950516,445456018364.20264,Server/WS,Other,Other,12,Win Server,2
synth_0191630,1192250.0,74537396822.92685,419502391093.5128,Desktop,ECS,H81H3-M3,16,Win8.1,4
synth_0191668,1694322.0,72477976656.44275,157594229559.9512,Desktop,HP,HP Pavilion Sleekbook 14 PC,12,Win10,2
synth_0191677,5009451.0,41477261661.16075,632122299760.1384,Desktop,Gigabyte,B450 AORUS PRO,8,Win10,2
synth_0191694,2585412.0,85661189972.76118,85941149113.94006,2 in 1,Other,Other,16,Win8.1,2
synth_0191757,4052209.0,25964722480.91366,1438294400643.2485,Desktop,MONSTER,TULPAR T5 V20.1,16,Win8,2
synth_0192080,3469896.0,251096417155.51593,353334282971.80115,Desktop,HP,HP Laptop 17-by1xxx,12,Win11,6
synth_0192098,1991001.0,210015855773.7233,355414079170.832,Desktop,Unknown,Other,16,Win Server,2
synth_0192252,649831.0,17081073403.344099,21060535203.859154,Notebook,Asus,ROG Flow Z13 GZ301ZE_GZ301ZE,6,Win10,2
synth_0192337,636214.0,77674333116.91896,164121806953.4582,2 in 1,HP,HP Pavilion Gaming Laptop 15-dk0xxx,16,Win11,4
synth_0192384,354733.0,26716601908.517307,31803849182.870983,Desktop,ECS,Other,12,Win8.1,2
synth_0192388,191977.0,17965789473.247864,18351049610.157936,Desktop,"Colorful Technology And Development Co.,LTD",DJ H310M-E,24,Win8.1,2
synth_0192586,301342.0,23973313794.817997,25877837329.8262,Other,MSI,Other,12,Win7,2
synth_0192592,84279.0,670064035.3095317,49350830717.170685,2 in 1,Samsung,800G5H/800G5S,12,Win Server,2
synth_0192630,3234824.0,82024067519.16318,217411111041.66144,Notebook,HP,HP Laptop 15-bs1xx,16,Win10,4
synth_0192686,5786022.0,19322352193.457275,310087055109.71387,Desktop,Gigabyte,GB-BXBT-2807,16,Win Server,6
synth_0192830,3601332.0,45591554006.572754,98208848320.19574,Desktop,Gigabyte,Z390 AORUS ULTRA,8,Win7,2
synth_0192869,991150.0,46856888682.000084,65592229674.780624,Desktop,Asus,Other,12,Win10,2
synth_0193013,777440.0,631004274.4783782,6325233064.049223,Desktop,MECHREVO,Z2 Series GK5CN6Z,12,Win10,8
synth_0193080,571669.0,9044112784.317184,21157187162.736847,2 in 1,HP,HP Pavilion Desktop PC 570-p5xx,12,Win8.1,2
synth_0193116,1974087.0,53250278685.83301,195811108773.02448,Desktop,Fujitsu,Other,12,Win10,2
synth_0193130,437961.0,64875277886.01184,442877040572.80646,2 in 1,HP,HP Compaq 6000 Pro SFF PC,16,Win10,4
synth_0193172,1517157.0,26359810239.971165,87017606263.44505,Desktop,Lenovo,Lenovo IdeaPad Z500,12,Win11,2
synth_0193355,165695.0,2976830075.2071133,19016896611.78775,Notebook,Dell,Inspiron 3501,12,Win11,n/a
synth_0193629,456064.0,139794159565.3518,330834584304.57416,Desktop,MSI,GS65 Stealth Thin 8RF,12,Win8.1,5
synth_0193720,1835698.0,9553697605.169546,167193550517.43115,Notebook,Acer,Predator PO3-600,8,Win10,2
synth_0193947,1335809.0,7016933478.205627,117019468813.28983,Desktop,Dell,Latitude 5490,12,Win11,2
synth_0194163,2022654.0,8077440317.484699,244580536970.71548,2 in 1,HP,HP Notebook,12,Win10,10
synth_0194372,510489.0,36708744861.14772,41995664343.180244,Other,Other,Black,8,Win8,4
synth_0194375,3098954.0,84935516927.02048,3324933020383.2256,Other,Asus,ASUS TUF Gaming F15 FX506LI_FX506LI,16,Win8,2
synth_0194567,2098809.0,68740529055.34341,179989063351.99832,2 in 1,Asus,System Product Name,8,Win11,6
synth_0194680,2644505.0,327142895088.0711,378666408156.04614,Notebook,Lenovo,Lenovo IdeaPad Y510P,12,Win10,2
synth_0194847,286833.0,4723087037.626672,6416031430.849685,Desktop,Unknown,Default string,16,Win8.1,2
synth_0194950,1652619.0,11054853150.947073,92104416861.33157,Desktop,Gigabyte,Other,16,Win10,2
synth_0194959,2194056.0,71875220801.14186,209182379092.40536,Notebook,Samsung,R780,12,Win10,2
synth_0195383,968238.0,33486978035.511784,132445306147.71564,Desktop,Unknown,Other,16,Win10,4
synth_0195442,3093944.0,2561377104.141385,327592571973.0524,Notebook,Samsung,530U3C/530U4C/532U3C,8,Win11,6
synth_0195602,354342.0,19478445122.82283,40287136373.993,Tablet,NEC,Other,12,Win11,2
synth_0195666,5732940.0,425350194126.1161,722924945330.2391,Notebook,Shinelon Computer,Destroyer-KPII (H),8,Win10,2
synth_0195672,1320017.0,40581665577.524994,160788410986.3638,Notebook,HP,OMEN by HP Laptop 15-dc1xxx,12,Win10,2
synth_0195799,1108875.0,98320088425.55153,206198766948.52383,Notebook,Asus,System Product Name,12,Win11,2
synth_0195835,1085292.0,7450265158.63253,50126378487.820015,Notebook,Samsung,Not Applicable,1,Win11,2
synth_0195896,1662766.0,10083019637.78723,96125655388.56116,Notebook,Gigabyte,Other,12,Win10,6
synth_0195982,413362.0,859610710.1916189,48170045102.506836,Notebook,HP,HP Z230 SFF Workstation,12,Win8.1,4
synth_0196057,3214739.0,67275037182.08878,219323006652.85107,2 in 1,Lenovo,Lenovo Yoga S740-14IIL,8,Win11,4
synth_0196243,2521405.0,60100081955.80193,253619191103.04547,Server/WS,Fujitsu,LIFEBOOK T731,16,Win8.1,4
synth_0196267,4279192.0,340592738167.1183,664588923378.8823,Notebook,Asus,X555LJ,12,Win10,2
synth_0196383,397344.0,9087421845.287445,13021310013.305752,2 in 1,HP,HP Pavilion Gaming Laptop 16-a0xxx,12,Win7,4
synth_0196454,401407.0,8084419386.475275,12476438072.498665,Desktop,Unknown,Other,12,Win8.1,2
synth_0196579,5405144.0,130251697961.66823,143288041793.01938,Notebook,HP,HP Pavilion 17 Notebook PC,12,Win10,4
synth_0196583,348710.0,6631208678.115701,8086648789.638453,2 in 1,Apple,"MacBookAir9,1",12,Win11,4
synth_0196635,903334.0,1225359481.007976,115481314652.1163,2 in 1,Dell,XPS 15 9570,8,n/a,4
synth_0196646,430516.0,7709596657.111755,14597824239.69266,Desktop,Toshiba,Other,12,Win10,2
synth_0196704,727843.0,19910406705.92629,135482679245.12682,2 in 1,HP,HP Notebook,8,Win7,6
synth_0196716,1040181.0,54245853074.19333,76719494103.73816,2 in 1,Samsung,340XAA/350XAA/550XAA,12,Win10,6
synth_0196839,1232199.0,8419452410.295446,84525464961.99469,Desktop,HANSUNG COMPUTER,TFG155,16,Win7,6
synth_0196965,469978.0,3600634759.1032705,37009341233.32708,Notebook,Lenovo,ThinkPad T450s,12,Win7,2
synth_0196988,1114863.0,10165008134.190426,125130193984.90573,Desktop,HP,HP 240 G3 Notebook PC,8,Win11,4
synth_0196999,3017036.0,93286609030.12448,233584737624.17493,Desktop,Lenovo,ThinkPad X260,16,Win7,2
synth_0197183,116317.0,1447300952.2953556,9671826625.10591,Other,Samsung,930QED,16,Win8.1,2
synth_0197307,1323145.0,11950797459.065166,25779976715.33512,Notebook,Acer,Other,8,Win7,2
synth_0197428,4362233.0,63855983322.34685,157332585210.5822,Notebook,NEC,Other,16,Win8.1,2
synth_0197469,2309343.0,75462340703.99731,161717528820.18002,Notebook,Asus,System Product Name,12,Win10,2
synth_0197569,491047.0,20716233612.15782,40074695713.011505,Other,Unknown,Other,16,Win11,2
synth_0197688,678750.0,41334957168.63593,111289043788.73482,Notebook,Unknown,Other,16,Win10,2
synth_0197770,448024.0,73403081986.67169,293118747091.2539,Notebook,Intel,NUC8i7BEH,12,Win10,4
synth_0197843,4627321.0,424768931807.52637,906273914794.0701,Other,Other,System Product Name,12,Win8.1,6
synth_0198035,4197130.0,664594113678.394,682687741436.1748,Other,Intel,NUC8i3BEH,12,Win11,6
synth_0198050,2936033.0,324949172189.3743,646504401876.6981,Desktop,Unknown,Other,8,Win10,4
synth_0198647,1757847.0,28306693813.90394,97373769559.97037,2 in 1,Samsung,530E5M,8,Win7,2
synth_0198669,1638384.0,543827400024.72095,868859099895.4895,Notebook,HP,HP 245 G5 Notebook PC,12,Win10,4
synth_0198708,267373.0,687903750.69368,6042230029.828442,Desktop,HP,HP Laptop 15s-du2xxx,8,Win11,4
synth_0198797,1787781.0,4863573443.98148,108790721702.3654,Server/WS,Lenovo,ThinkPad T470,12,Win11,2
synth_0198807,2523592.0,93892881014.34857,202645218060.53583,Notebook,Dell,OptiPlex 3040,12,Win10,2
synth_0198903,3412365.0,211342734349.75836,336779737926.3745,2 in 1,Lenovo,Lenovo S20-00,8,Win8.1,2
synth_0198935,1710793.0,9717526590.389313,131596555251.87286,Intel NUC/STK,Other,Other,8,Win8.1,2
synth_0199061,310129.0,24198995446.730484,43280702415.23378,Other,Medion,Other,12,Win10,2
synth_0199328,1269731.0,1297907412.212794,116784133650.6888,Desktop,Other,PowerSpec,16,Win10,4
synth_0199397,181698.0,2255943733.4386044,17636429346.457943,Notebook,Samsung,700A4J,12,Win11,4
synth_0199747,1283643.0,187013721033.98846,281639807533.2521,Intel NUC/STK,Intel,NUC8i7BEH,24,Win8.1,4
synth_0199873,534960.0,42010655794.52533,76285995339.15648,2 in 1,Lenovo,Lenovo ideapad 700-15ISK,12,Win7,4
synth_0200092,2082973.0,22474355662.374058,83651354437.66779,Notebook,Microsoft Corporation,Surface Pro 3,8,Win10,2
synth_0200382,1049261.0,68193992217.52594,97205423455.32532,Desktop,Lenovo,Lenovo V510-15IKB,12,Win11,4
synth_0200434,2808600.0,110516482606.46803,361099777482.20575,Server/WS,Casper Bilgisayar,Not Applicable,8,Win8.1,2
